  Title : 6-trpl-0,96uw-20s-n1
  Version : 1 975 M
  Revision : 12 bits ADC
  Date : 2019-05-22
  Time : 21:54:02
  Author : Unknown
  Company : Unknown
  Contents :
  
*BLOCK 1  ( Time[ns]  No_of_photons )
1.848571 ,   23
1.852643 ,   45
1.856715 ,   40
1.860786 ,   48
1.864858 ,   34
1.868930 ,   53
1.873002 ,   48
1.877073 ,   49
1.881145 ,   51
1.885217 ,   43
1.889289 ,   41
1.893360 ,   32
1.897432 ,   42
1.901504 ,   37
1.905576 ,   48
1.909647 ,   49
1.913719 ,   28
1.917791 ,   38
1.921863 ,   48
1.925934 ,   33
1.930006 ,   28
1.934078 ,   41
1.938150 ,   33
1.942221 ,   42
1.946293 ,   53
1.950365 ,   54
1.954436 ,   29
1.958508 ,   38
1.962580 ,   40
1.966652 ,   40
1.970723 ,   41
1.974795 ,   50
1.978867 ,   45
1.982939 ,   42
1.987010 ,   47
1.991082 ,   38
1.995154 ,   35
1.999226 ,   42
2.003297 ,   48
2.007369 ,   43
2.011441 ,   40
2.015513 ,   42
2.019584 ,   39
2.023656 ,   35
2.027728 ,   35
2.031800 ,   26
2.035871 ,   35
2.039943 ,   35
2.044015 ,   40
2.048087 ,   38
2.052158 ,   56
2.056230 ,   35
2.060302 ,   33
2.064374 ,   45
2.068445 ,   41
2.072517 ,   37
2.076589 ,   43
2.080660 ,   37
2.084732 ,   46
2.088804 ,   47
2.092876 ,   41
2.096947 ,   40
2.101019 ,   43
2.105091 ,   50
2.109163 ,   29
2.113234 ,   31
2.117306 ,   38
2.121378 ,   40
2.125450 ,   33
2.129521 ,   39
2.133593 ,   46
2.137665 ,   39
2.141737 ,   52
2.145808 ,   45
2.149880 ,   46
2.153952 ,   37
2.158024 ,   26
2.162095 ,   31
2.166167 ,   43
2.170239 ,   39
2.174311 ,   45
2.178382 ,   32
2.182454 ,   38
2.186526 ,   32
2.190598 ,   43
2.194669 ,   43
2.198741 ,   33
2.202813 ,   33
2.206885 ,   33
2.210956 ,   32
2.215028 ,   46
2.219100 ,   35
2.223171 ,   42
2.227243 ,   44
2.231315 ,   43
2.235387 ,   41
2.239458 ,   47
2.243530 ,   40
2.247602 ,   33
2.251674 ,   41
2.255745 ,   35
2.259817 ,   32
2.263889 ,   47
2.267961 ,   41
2.272032 ,   41
2.276104 ,   34
2.280176 ,   37
2.284248 ,   42
2.288319 ,   32
2.292391 ,   50
2.296463 ,   38
2.300535 ,   56
2.304606 ,   43
2.308678 ,   37
2.312750 ,   51
2.316822 ,   50
2.320893 ,   37
2.324965 ,   35
2.329037 ,   38
2.333109 ,   38
2.337180 ,   36
2.341252 ,   43
2.345324 ,   45
2.349396 ,   51
2.353467 ,   30
2.357539 ,   36
2.361611 ,   38
2.365682 ,   34
2.369754 ,   22
2.373826 ,   51
2.377898 ,   32
2.381969 ,   45
2.386041 ,   38
2.390113 ,   31
2.394185 ,   44
2.398256 ,   33
2.402328 ,   40
2.406400 ,   45
2.410472 ,   35
2.414543 ,   43
2.418615 ,   32
2.422687 ,   36
2.426759 ,   38
2.430830 ,   38
2.434902 ,   48
2.438974 ,   31
2.443046 ,   35
2.447117 ,   39
2.451189 ,   33
2.455261 ,   44
2.459333 ,   44
2.463404 ,   33
2.467476 ,   35
2.471548 ,   49
2.475620 ,   49
2.479691 ,   47
2.483763 ,   41
2.487835 ,   39
2.491907 ,   35
2.495978 ,   47
2.500050 ,   36
2.504122 ,   47
2.508193 ,   32
2.512265 ,   33
2.516337 ,   44
2.520409 ,   40
2.524480 ,   40
2.528552 ,   35
2.532624 ,   45
2.536696 ,   35
2.540767 ,   40
2.544839 ,   46
2.548911 ,   40
2.552983 ,   39
2.557054 ,   42
2.561126 ,   37
2.565198 ,   34
2.569270 ,   41
2.573341 ,   25
2.577413 ,   31
2.581485 ,   41
2.585557 ,   34
2.589628 ,   37
2.593700 ,   39
2.597772 ,   46
2.601844 ,   35
2.605915 ,   34
2.609987 ,   43
2.614059 ,   29
2.618131 ,   40
2.622202 ,   29
2.626274 ,   32
2.630346 ,   44
2.634417 ,   35
2.638489 ,   36
2.642561 ,   33
2.646633 ,   36
2.650704 ,   32
2.654776 ,   35
2.658848 ,   37
2.662920 ,   37
2.666991 ,   42
2.671063 ,   36
2.675135 ,   38
2.679207 ,   37
2.683278 ,   41
2.687350 ,   40
2.691422 ,   39
2.695494 ,   32
2.699565 ,   36
2.703637 ,   32
2.707709 ,   39
2.711781 ,   41
2.715852 ,   43
2.719924 ,   28
2.723996 ,   38
2.728068 ,   37
2.732139 ,   44
2.736211 ,   37
2.740283 ,   39
2.744355 ,   46
2.748426 ,   46
2.752498 ,   38
2.756570 ,   31
2.760642 ,   45
2.764713 ,   46
2.768785 ,   35
