time (ns),n=1_data,n=1_sims,n=2_data,n=2_sims
3.3625,0.026137615856759368,144131510588.07315,0.006538584498704377,741079149617.6982
3.375,0.02539148054452809,143072707828.27826,0.006057144375679263,739456838667.6967
3.3874999999999997,0.024630503706234236,142025543889.7615,0.006416719128804269,737838827025.0479
3.4,0.023646905583324936,140989848651.45068,0.006253930657363804,736225119297.7412
3.4124999999999996,0.024290072315316612,139965455091.53018,0.006629652939955366,734615719648.3372
3.425,0.026296829141811962,138952199219.89008,0.006300343353015324,733010631802.7147
3.4375,0.023792422339323407,137949920012.28812,0.006186400023923359,731409859058.7262
3.45,0.02447384338779864,136958459346.1743,0.006263579810559798,729813404294.7565
3.4625,0.024586019209139404,135977661938.1308,0.006466628224568273,728221269978.1857
3.475,0.023033469404192545,135007375282.88058,0.007004667029452622,726633458173.7554
3.4875,0.024604641825439987,134047449593.81987,0.006285657288095362,725049970551.8347
3.5,0.02319887846737877,133097737745.03148,0.006346054536415183,723470808396.588
3.5124999999999997,0.024670815126745137,132158095214.73636,0.00596860600369283,721895972614.0419
3.525,0.023119075401210307,131228380030.14346,0.006172178946051616,720325463740.0497
3.5375,0.024577203792629367,130308452713.6577,0.005016603779194973,718759281948.1567
3.55,0.023031727718601715,129398176230.4088,0.005600465275292824,717197427057.361
3.5625,0.024369385256931986,128497415937.06328,0.006564453308587177,715639898539.7711
3.5749999999999997,0.02315834933616862,127606039531.88428,0.005373669858389893,714086695528.1642
3.5875,0.023671724212800425,126723917006.00456,0.006593810569442576,712537816823.4366
3.5999999999999996,0.025357875151099506,125850920595.87866,0.005997964694601092,710993260901.9545
3.6125,0.02149007794323316,124986924736.88249,0.0053532534328531245,709453025922.7979
3.625,0.022947178021641392,124131806018.02785,0.005979599050091814,707917109734.905
3.6375,0.021737639197905834,123285443137.76231,0.005813149813566692,706385509884.1118
3.65,0.022499443189096545,122447716860.82393,0.005694675723667115,704858223620.0854
3.6625,0.02083490850458125,121618509976.12282,0.006311468100948122,703335247903.1608
3.675,0.020186888577768354,120797707255.62129,0.00631533045001301,701816579411.07
3.6874999999999996,0.021706415183232023,119985195414.18579,0.005282037844251534,700302214545.5702
3.6999999999999997,0.022104731689607516,119180863070.38449,0.005614973946310107,698792149438.9724
3.7125,0.021908068271650653,118384600708.20477,0.005482721279556237,697286379960.5664
3.725,0.02047591968889245,117596300639.66676,0.0055099083757160425,695784901722.9448
3.7375000000000003,0.022191138646974216,116815856968.30815,0.004989305651245959,694287710088.2296
3.7500000000000004,0.02081472860424805,116043165553.5177,0.005239194528945703,692794800174.1953
3.7624999999999997,0.02080665738964393,115278123975.69495,0.006392940590800413,691306166860.2972
3.7749999999999995,0.01867673823298133,114520631502.21405,0.00606566522836088,689821804793.5983
3.7874999999999996,0.02060394433096346,113770589054.17064,0.006109276680801956,688341708394.599
3.8,0.01989983298965181,113027899173.89162,0.005554686897233006,686865871862.9733
3.8125,0.020250253142279812,112292465993.18721,0.005948057876622146,685394289183.2035
3.825,0.020251466275433415,111564195202.32643,0.005555220619912581,683926954130.1252
3.8375000000000004,0.019282738733221397,110842994019.71736,0.005799323840296339,682463860274.3738
3.8499999999999996,0.01958751220932316,110128771162.27322,0.0054210501571475885,681005000987.7402
3.8625,0.019042343117106193,109421436816.44751,0.005255396505398631,679550369448.4321
3.8749999999999996,0.018350700416930155,108720902609.9202,0.006387148102770285,678099958646.2452
3.8874999999999997,0.019361222122673633,108027081583.9188,0.004919800881275249,676653761387.6422
3.9,0.02016095681452722,107339888166.15787,0.00606187756753941,675211770300.7428
3.9125,0.018164305117489517,106659238144.38129,0.0055552002644365574,673773977840.2242
3.9250000000000003,0.01864126087851959,105985048640.49194,0.006136388382274884,672340376292.1345
3.9375000000000004,0.020012464678977854,105317238085.25395,0.006406096996929448,670910957778.6185
3.9499999999999997,0.018808585032764273,104655726193.55304,0.006197095318915735,669485714262.558
3.9624999999999995,0.019054749939154243,104000433940.20107,0.005428963000325341,668064637552.126
3.9749999999999996,0.018754693528194012,103351283536.2709,0.005693422368130154,666647719305.2595
3.9875,0.018451546162868385,102708198405.94865,0.0050388469302737144,665234951034.0463
4.0,0.018274608450935682,102071103163.89003,0.005554276975144195,663826324109.0317
4.0125,0.017410458976529767,101439923593.06851,0.00614343307044374,662421829763.4443
4.025,0.01911464994698879,100814586623.10353,0.005211832863336985,661021459097.3412
4.0375,0.017720032839151745,100195020309.05573,0.005219218900379528,659625203081.675
4.05,0.015970955835718875,99581153810.6791,0.0053616178241473545,658233052562.2833
4.0625,0.017795753157770267,98972917372.11806,0.005372764074371172,656844998263.8005
4.075,0.016767599690725856,98370242302.0384,0.00591011977150731,655461030793.4946
4.0875,0.01834551836474058,97773060954.18246,0.005704375097732814,654081140645.0288
4.1,0.017445080353219854,97181306708.33696,0.005942765625189547,652705318202.1508
4.1125,0.016675822445009977,96594913951.70464,0.005675357755698038,651333553742.3077
4.125,0.0160518007746516,96013818060.66931,0.006183736427595611,649965837440.1914
4.137499999999999,0.01784232443281928,95437955382.94482,0.006017099046022306,648602159371.2108
4.1499999999999995,0.016371134978073285,94867263220.0992,0.006003778376596287,647242509514.8973
4.1625,0.015824597802576102,94301679810.44438,0.005235713845550573,645886877758.2405
4.175,0.017356786212613346,93741144312.28343,0.005661223382210898,644535253898.9559
4.1875,0.016812609664258866,93185596787.50607,0.0049785515055497205,643187627648.6881
4.2,0.015770065304192785,92634978185.52484,0.005527583259119182,641843988636.1465
4.2125,0.017298206265086727,92089230327.54367,0.004582235024547714,640504326410.1769
4.225,0.015607572489256922,91548295891.15048,0.0050745272948078375,639168630442.7723
4.2375,0.014840666394151911,91012118395.22739,0.00662765123034172,637836890132.0172
4.25,0.015654639241983778,90480642185.16965,0.004886079695155848,636509094804.9735
4.2625,0.016762275094745944,89953812418.40727,0.004876534197026809,635185233720.5048
4.275,0.01597842250635368,89431575050.22163,0.005974669649823713,633865296072.0415
4.2875,0.016044934468745983,88913876819.85039,0.00489783759207759,632549270990.2865
4.3,0.015391886598740167,88400665236.87396,0.004711642523810951,631237147545.8658
4.3125,0.016086713420634547,87891888567.87741,0.005347931615770035,629928914751.9182
