time (ns),n=1_data,n=1_sims,n=1_1x,n=1_1e,n=1_1h,n=1_2x,n=1_2e,n=1_2h
0.5125,0.00956681795928616,1035822444659.5295,9.348729548381422e-06,1693.4412362299133,1693.4412362299133,5.120452655769338,10419.4715825269,10419.4715825269
0.5249999999999999,0.009430295722543457,1072448602187.4883,5.725283741776758e-06,1671.3435556809507,1671.3435556809507,4.281750783733563,10405.23412033312,10405.23412033312
0.5374999999999999,0.00900312844381806,1104917772152.3691,3.506238334761582e-06,1649.8188159611718,1649.8188159611718,3.5804233861494157,10390.901465089837,10390.901465089837
0.5499999999999999,0.008864595123993938,1133255740367.4163,2.147266024641863e-06,1628.8449271312907,1628.8449271312907,2.993969426663014,10376.496168264817,10376.496168264817
0.5624999999999999,0.010218972997306997,1157632141490.206,1.3150136814344064e-06,1608.4009238028602,1608.4009238028602,2.50357335159853,10362.037057204207,10362.037057204207
0.575,0.00885759719382035,1178317285960.6255,8.053315064434503e-07,1588.4668943440026,1588.4668943440026,2.0935014537473666,10347.539845354448,10347.539845354448
0.5874999999999999,0.010140162874610318,1195639894589.887,4.931955039152402e-07,1569.0239153629757,1569.0239153629757,1.750597098363311,10333.017642526287,10333.017642526287
0.6,0.008913051777654023,1209953177636.4011,3.020393504240578e-07,1550.0539910205528,1550.0539910205528,1.463858622214903,10318.481381572863,10318.481381572863
0.6124999999999998,0.008015411646667655,1221610513877.3774,1.849728322346285e-07,1531.5399967635249,1531.5399967635249,1.2240863667093471,10303.940175172862,10303.940175172862
0.6249999999999999,0.008962473419876039,1230949541415.5151,1.1327977171472143e-07,1513.4656271094166,1513.4656271094166,1.0235875227771865,10289.401614167553,10289.401614167553
0.6374999999999998,0.010027853202639882,1238282781425.1013,6.93740076567692e-08,1495.8153471468052,1495.8153471468052,0.855929319166276,10274.872017025424,10274.872017025424
0.6499999999999999,0.009234817641210197,1243892970924.957,4.2485545879115e-08,1478.5743474466426,1478.5743474466426,0.715732636307157,10260.35663844006,10260.35663844006
0.6624999999999999,0.01020942050565899,1248031596568.4297,2.6018701666722288e-08,1461.7285021079604,1461.7285021079604,0.5984994245961266,10245.859843755621,10245.859843755621
0.6749999999999999,0.007793134733038425,1250919482025.1868,1.5934191791912053e-08,1445.2643296865506,1445.2643296865506,0.5004683903200963,10231.385254817738,10231.385254817738
0.6874999999999999,0.009115397716625848,1252748601638.7554,9.758306594758784e-09,1429.1689567779297,1429.1689567779297,0.418494319261003,10216.935871930698,10216.935871930698
0.7,0.007973973243500023,1253684548170.9543,5.976114059681851e-09,1413.430084046358,1413.430084046358,0.3499471663312882,10202.514175835047,10202.514175835047
0.7124999999999999,0.008439546659450568,1253869273749.9397,3.659850088488628e-09,1398.0359545101353,1398.0359545101353,0.29262767371714044,10188.122212978531,10188.122212978531
0.725,0.00896792730682419,1253423860864.8013,2.2413398634033596e-09,1382.9753239100335,1382.9753239100335,0.24469681027679072,10173.761666817203,10173.761666817203
0.7374999999999998,0.008915241178729017,1252451176354.1997,1.372625725595099e-09,1368.2374330027526,1368.2374330027526,0.20461676836343073,10159.43391743516,10159.43391743516
0.7499999999999999,0.00899840174179631,1251038326578.6057,8.406138726790685e-10,1353.811981634862,1353.811981634862,0.1711016250387953,10145.140091396519,10145.140091396519
0.7624999999999998,0.00943130570160782,1249258875037.9412,5.148028845475283e-10,1339.6891044649713,1339.6891044649713,0.14307608470812216,10130.881103429738,10130.881103429738
0.7749999999999999,0.009629867585684493,1247174811224.349,3.1527199175742903e-10,1325.8593482129959,1325.8593482129959,0.11964097948657831,10116.657691282302,10116.657691282302
0.7874999999999999,0.008347264532444,1244838276352.371,1.9307667414112906e-10,1312.3136503254568,1312.3136503254568,0.10004442041904102,10102.470444864577,10102.470444864577
0.7999999999999998,0.00890283078952165,1242293061275.1848,1.1824267005006257e-10,1299.0433189549076,1299.0433189549076,0.08365767397491652,10088.319830618368,10088.319830618368
0.8124999999999999,0.009265628735870644,1239575896828.4507,7.241335123862937e-11,1286.040014159881,1286.040014159881,0.069954989843908,10074.206211892462,10074.206211892462
0.8249999999999998,0.008282730576705439,1236717558739.3276,4.4346879475818556e-11,1273.2957302393029,1273.2957302393029,0.058496732831134705,10060.12986597929,10060.12986597929
0.8374999999999999,0.010006091520397883,1233743809253.497,2.7158606605043533e-11,1260.8027791221923,1260.8027791221923,0.04891527765797533,10046.090998359672,10046.090998359672
0.8499999999999999,0.00879927426944342,1230676196543.25,1.663228442329763e-11,1248.553774739728,1248.553774739728,0.04090321411952127,10032.089754613024,10032.089754613024
0.8624999999999999,0.008819552462548097,1227532731276.1956,1.0185827614812037e-11,1236.541618312472,1236.541618312472,0.03420348417459098,10018.126230375463,10018.126230375463
0.8749999999999998,0.008986766782973598,1224328457776.608,6.237933500784677e-12,1224.7594844907476,1224.7594844907476,0.02860113452806036,10004.200479665613,10004.200479665613
0.8874999999999998,0.00927245619434636,1221075935206.304,3.820191724394292e-12,1213.2008082909315,1213.2008082909315,0.02391642009646971,9990.312521845513,9990.312521845513
0.8999999999999998,0.0091856922595138,1217785642252.853,2.339535169667142e-12,1201.8592727747737,1201.8592727747737,0.019999037089408284,9976.462347440223,9976.462347440223
0.9124999999999999,0.00838431966451266,1214466317008.9941,1.4327618101359294e-12,1190.7287974228382,1190.7287974228382,0.016723300681610504,9962.649923003115,9962.649923003115
0.9249999999999998,0.008612818667752988,1211125242091.9521,8.774419941188782e-13,1179.803527156808,1179.803527156808,0.013984112556817184,9948.875195183167,9948.875195183167
0.9374999999999999,0.008127665124339042,1207768483596.1873,5.373569058001839e-13,1169.0778219687443,1169.0778219687443,0.011693588946594839,9935.138094125023,9935.138094125023
0.9499999999999997,0.00878922834434875,1204401091195.533,3.290843681366209e-13,1158.5462471184537,1158.5462471184537,0.009778240978539753,9921.438536311092,9921.438536311092
0.9624999999999999,0.008969416293661905,1201027265600.4517,2.0153555334068616e-13,1148.2035638629443,1148.2035638629443,0.008176616868515906,9907.776426937142,9907.776426937142
0.9749999999999998,0.00849944515116796,1197650498618.9087,1.2342299784799985e-13,1138.0447206845301,1138.0447206845301,0.006837330309320433,9894.151661897768,9894.151661897768
0.9874999999999999,0.008703582119680921,1194273690249.1448,7.55858514553823e-14,1128.0648449865362,1128.0648449865362,0.005717411798847189,9880.564129445702,9880.564129445702
0.9999999999999998,0.009152349483998198,1190899246533.2673,4.628975993008343e-14,1118.2592352277431,1118.2592352277431,0.004780930011968726,9867.013711578362,9867.013711578362
1.0125,0.008945263376617218,1187529161306.5728,2.83484519010757e-14,1108.6233534687308,1108.6233534687308,0.0039978389844054895,9853.500285196345,9853.500285196345
1.025,0.00817926832133997,1184165084474.6572,1.7360961180213966e-14,1099.1528183051455,1099.1528183051455,0.0033430141217743225,9840.023723071241,9840.023723071241
1.0374999999999999,0.009251902745766672,1180808379025.6995,1.0632078751695765e-14,1089.8433981646303,1089.8433981646303,0.0027954461052516096,9826.583894653992,9826.583894653992
1.0499999999999998,0.008221081454609478,1177460168627.5002,6.511223509392547e-15,1080.6910049457442,1080.6910049457442,0.0023375668312215128,9813.180666749939,9813.180666749939
1.0625,0.008756653152922617,1174121377357.8477,3.987558085243136e-15,1071.6916879786634,1071.6916879786634,0.001954685758441527,9799.813904082397,9799.813904082397
1.0749999999999997,0.008603823120885113,1170792762863.9548,2.4420325089825283e-15,1062.84162828881,1062.84162828881,0.0016345185785585075,9786.483469763029,9786.483469763029
1.0874999999999997,0.009719287706742179,1167474944034.6006,1.4955325157511492e-15,1054.1371331458083,1054.1371331458083,0.0013667930878991088,9773.189225684286,9773.189225684286
1.0999999999999999,0.008467502879955041,1164168424090.7979,9.158835918203426e-16,1045.5746308813282,1045.5746308813282,0.0011429196153745645,9759.931032846704,9759.931032846704
1.1124999999999998,0.009376807231288524,1160873609851.9414,5.608990409308575e-16,1037.1506659604502,1037.1506659604502,0.0009557154325500281,9746.708751631715,9746.708751631715
1.1249999999999998,0.008382179848587959,1157590827809.741,3.43501878324804e-16,1028.8618942921837,1028.8618942921837,0.0007991743038856812,9733.52224202892,9733.52224202892
1.1374999999999997,0.009044416387974109,1154320337538.0361,2.1036502436668204e-16,1020.7050787656929,1020.7050787656929,0.0006682737834284325,9720.371363825281,9720.371363825281
1.15,0.009605953689575885,1151062342879.4382,1.2883028090737292e-16,1012.6770849996434,1012.6770849996434,0.000558814075285417,9707.255976762493,9707.255976762493
1.1624999999999999,0.008997593758544678,1147817001276.9038,7.889734203031002e-17,1004.7748772928801,1004.7748772928801,0.0004672832878989246,9694.175940667732,9694.175940667732
1.1749999999999998,0.008942368103299077,1144584431557.5134,4.8317759890031266e-17,996.9955147653842,996.9955147653842,0.00039074475895780193,9681.131115562164,9681.131115562164
1.1874999999999998,0.008907530558768117,1141364720424.898,2.959042549106189e-17,989.3361476791496,989.3361476791496,0.0003267428358919084,9668.121361750862,9668.121361750862
1.2,0.00857306589177481,1138157927874.3237,1.8121561983314015e-17,981.794013929256,981.794013929256,0.00027322408902281806,9655.146539897176,9655.146539897176
1.2125,0.008017324343415526,1134964091709.0117,1.1097880590270182e-17,974.3664356960151,974.3664356960151,0.00022847142958336926,9642.206511084121,9642.206511084121
1.2249999999999996,0.008537770490068203,1131783231306.6973,6.796486622361898e-18,967.0508162496182,967.0508162496182,0.0001910490188568584,9629.301136864902,9629.301136864902
1.2374999999999998,0.00873964510547657,1128615350760.7507,4.162256931151543e-18,959.8446368992354,959.8446368992354,0.00015975620090760367,9616.430279304377,9616.430279304377
1.2499999999999998,0.00811225957700858,1125460441499.5684,2.549020357653339e-18,952.745454078996,952.745454078996,0.00013358898088638044,9603.593801012938,9603.593801012938
1.2625,0.009096396643826042,1122318484470.7715,1.5610532677841047e-18,945.7508965637304,945.7508965637304,0.00011170781298550715,9590.791565174057,9590.791565174057
1.2749999999999997,0.007882169419687777,1119189451962.3943,9.56009353767132e-19,938.8586628077766,938.8586628077766,9.341066455637018e-05,9578.023435566554,9578.023435566554
1.2874999999999999,0.008101244072012232,1116073309121.271,5.854725801814535e-19,932.0665184005431,932.0665184005431,7.811049218190987e-05,9565.289276582445,9565.289276582445
1.2999999999999998,0.007691381101258378,1112970015218.8606,3.5855103382997184e-19,925.3722936328925,925.3722936328925,6.531640704920051e-05,9552.588953241104,9552.588953241104
1.3124999999999998,0.007115854631154836,1109879524706.409,2.1958132321192196e-19,918.7738811687451,918.7738811687451,5.461792533429835e-05,9539.922331200345,9539.922331200345
1.3249999999999997,0.008282892858087481,1106801788094.3936,1.34474462361648e-19,912.2692338166328,912.2692338166328,4.56717982906793e-05,9527.289276764954,9527.289276764954
1.3374999999999997,0.00948467299537476,1103736752685.4167,8.23539122678557e-20,905.8563623962235,905.8563623962235,3.819099949947399e-05,9514.689656893059,9514.689656893059
1.3499999999999999,0.009300048822387752,1100684363184.8577,5.043460852501568e-20,899.533333695127,899.533333695127,3.193551594981719e-05,9502.123339200734,9502.123339200734
1.3624999999999996,0.008184506746087797,1097644562209.5685,3.088681116688635e-20,893.2982685115486,893.2982685115486,2.6704647491487493e-05,9489.590191965111,9489.590191965111
1.3749999999999998,0.007872126954637682,1094617290711.5427,1.8915485456493864e-20,887.14933977861,887.14933977861,2.23305675964409e-05,9477.090084126254,9477.090084126254
1.3874999999999997,0.007636455236047995,1091602488330.6581,1.1584089666026202e-20,881.0847707663843,881.0847707663843,1.8672938833518387e-05,9464.622885288007,9464.622885288007
1.4,0.0095598334524978,1088600093688.2704,7.09424739318366e-21,875.1028333579112,875.1028333579112,1.5614410299892792e-05,9452.188465717993,9452.188465717993
1.4124999999999996,0.00882344643505364,1085610044631.4825,4.3446095055096165e-21,869.2018463956624,869.2018463956624,1.3056852549409817e-05,9439.78669634689,9439.78669634689
1.4249999999999998,0.008684405983843175,1082632278436.268,2.6606954493158387e-21,863.3801740951171,863.3801740951171,1.091820921973596e-05,9427.41744876714,9427.41744876714
1.4374999999999998,0.007597789707949764,1079666731976.2887,1.6294445484760824e-21,857.6362245222889,857.6362245222889,9.129864346313356e-06,9415.080595231157,9415.080595231157
1.45,0.00867243644929778,1076713341863.1002,9.978930648530795e-22,851.9684481322133,851.9684481322133,7.634440896352378e-06,9402.776008649136,9402.776008649136
1.4624999999999997,0.008503040676637215,1073772044562.4989,6.111227103819968e-22,846.3753363655655,846.3753363655655,6.3839598913025564e-06,9390.503562586546,9390.503562586546
1.4749999999999996,0.007913010907167901,1070842776490.9735,3.742595076553863e-22,840.8554203007246,840.8554203007246,5.338301055317862e-06,9378.263131261336,9378.263131261336
1.4874999999999998,0.007969542802003775,1067925474095.5701,2.2920139718404173e-22,835.4072693587439,835.4072693587439,4.4639156013546475e-06,9366.054589540934,9366.054589540934
1.4999999999999998,0.008066111580184748,1065020073919.9225,1.4036592096275847e-22,830.0294900588186,830.0294900588186,3.7327498560927313e-06,9353.877812939054,9353.877812939054
1.5124999999999997,0.007542577519091536,1062126512658.7557,8.59619182508856e-23,824.7207248219659,824.7207248219659,3.1213451893964982e-06,9341.732677612372,9341.732677612372
1.5249999999999997,0.007355313934149256,1059244727202.7745,5.2644198382971385e-23,819.4796508207497,819.4796508207497,2.6100853705656468e-06,9329.619060357076,9329.619060357076
1.5374999999999999,0.008063861380238586,1056374654675.5408,3.2239992775604395e-23,814.3049788729958,814.3049788729958,2.1825672036478585e-06,9317.536838605327,9317.536838605327
1.5499999999999998,0.007813615500835565,1053516232463.6719,1.9744191498739578e-23,809.1954523775431,809.1954523775431,1.8250742493556388e-06,9305.485890421656,9305.485890421656
1.5624999999999998,0.007598166766800405,1050669398241.4758,1.2091600040117941e-23,804.1498462901801,804.1498462901801,1.5261367485472692e-06,9293.466094499292,9293.466094499292
1.5749999999999997,0.007595655528655853,1047834089990.9498,7.405053356553682e-24,799.166966138003,799.166966138003,1.276163627911983e-06,9281.477330156458,9281.477330156458
1.5875,0.008924013417100602,1045010246017.9155,4.534951125696686e-24,794.2456470705251,794.2456470705251,1.06713478117589e-06,9269.519477332642,9269.519477332642
1.5999999999999996,0.007900810360069269,1042197804964.9408,2.7772631367006076e-24,789.3847529459464,789.3847529459464,8.923437530174272e-07,9257.592416584836,9257.592416584836
1.6124999999999996,0.007825667917671869,1039396705821.5808,1.7008321185139896e-24,784.5831754510706,784.5831754510706,7.461825699953276e-07,9245.696029083774,9245.696029083774
1.6249999999999998,0.00810596840889797,1036606887932.393,1.0416117425608695e-24,779.839833253433,779.839833253433,6.239618150315644e-07,9233.830196610163,9233.830196610163
1.6374999999999997,0.007965206625220368,1033828291003.0973,6.3789659804202905e-25,775.1536711842705,775.1536711842705,5.217601727415344e-07,9221.994801550909,9221.994801550909
1.6499999999999997,0.00849642868036216,1031060855105.1953,3.9065618518582986e-25,770.5236594510309,770.5236594510309,4.3629861844270767e-07,9210.189726895354,9210.189726895354
1.6624999999999996,0.009022937499869446,1028304520679.3086,2.392429360689117e-25,765.9487928781831,765.9487928781831,3.648352143376661e-07,9198.414856231524,9198.414856231524
1.6749999999999998,0.008210887399252156,1025559228537.4534,1.4651549016597908e-25,761.428090175147,761.428090175147,3.050771375254523e-07,9186.670073742382,9186.670073742382
1.6874999999999998,0.0077868982640645285,1022824919864.4332,8.972799452851475e-26,756.9605932302187,756.9605932302187,2.5510711735896937e-07,9174.9552642021,9174.9552642021
1.6999999999999997,0.006806235449147658,1020101536218.4994,5.495059254819081e-26,752.5453664294199,752.5453664294199,2.1332192197382683e-07,9163.270312972352,9163.270312972352
1.7124999999999997,0.00838977489115289,1017389019531.4072,3.3652458602957985e-26,748.1814959992494,748.1814959992494,1.783809203981329e-07,9151.615105998613,9151.615105998613
1.7249999999999999,0.008857839588795808,1014687312107.9711,2.0609203968649233e-26,743.8680893723641,743.8680893723641,1.4916306991641065e-07,9139.989529806497,9139.989529806497
1.7374999999999998,0.007208557242886409,1011996356625.2067,1.262134494339898e-26,739.6042745752605,739.6042745752605,1.2473094867561236e-07,9128.393471498097,9128.393471498097
1.7499999999999996,0.007533398596478573,1009316096131.1348,7.729476035201941e-27,735.3891996370702,735.3891996370702,1.0430067955987143e-07,9116.826818748363,9116.826818748363
1.7624999999999997,0.007817184093530197,1006646474043.3022,4.733631799676619e-27,731.2220320186248,731.2220320186248,8.721678037535839e-08,9105.289459801486,9105.289459801486
1.7749999999999997,0.007874052648053553,1003987434147.0807,2.8989377692435394e-27,727.1019580609839,727.1019580609839,7.293113344172421e-08,9093.781283467328,9093.781283467328
1.7874999999999999,0.007949693346790174,1001338920593.7731,1.77534724828425e-27,723.0281824526548,723.0281824526548,6.098539985313838e-08,9082.30217911785,9082.30217911785
1.7999999999999996,0.008037582765310023,998700877898.5724,1.0872457785849322e-27,718.9999277147693,718.9999277147693,5.099631419027679e-08,9070.852036683591,9070.852036683591
1.8124999999999998,0.008275592283176031,996073250938.3989,6.658434760823137e-28,715.0164337035138,715.0164337035138,4.264338788064197e-08,9059.430746650141,9059.430746650141
1.8249999999999997,0.008276872698131365,993455984949.6383,4.077712173032326e-28,711.0769571291427,711.0769571291427,3.5658626683369183e-08,9048.038200054672,9048.038200054672
1.8374999999999997,0.008329230012834064,990849025525.8054,2.4972440465933826e-28,707.1807710909321,707.1807710909321,2.981793239558964e-08,9036.674288482467,9036.674288482467
1.8499999999999996,0.008486005696416509,988252318615.1445,1.529344780509268e-28,703.3271646274616,703.3271646274616,2.4933912913775377e-08,9025.338904063485,9025.338904063485
1.8624999999999998,0.007261189521970324,985665810518.187,9.365906631598731e-29,699.515442281636,699.515442281636,2.0849869968975112e-08,9014.03193946895,9014.03193946895
1.8749999999999998,0.007481547850821863,983089447885.2722,5.735803211268976e-29,695.7449236798876,695.7449236798876,1.7434771639191844e-08,9002.75328790797,9002.75328790797
1.8874999999999997,0.008825116267106138,980523177714.0453,3.512680594893745e-29,692.0149431250214,692.0149431250214,1.4579048337619448e-08,8991.502843124163,8991.502843124163
1.8999999999999995,0.007376523494503187,977966947346.9373,2.1512113486566492e-29,688.3248492021888,688.3248492021888,1.2191077395751693e-08,8980.28049939233,8980.28049939233
1.9124999999999996,0.007848075986515265,975420704468.636,1.317429849248546e-29,684.6740043974999,684.6740043974999,1.0194243453168754e-08,8969.086151515135,8969.086151515135
1.9249999999999998,0.007795936429683417,972884397103.5516,8.068111990831944e-30,681.0617847288021,681.0617847288021,8.524480339915538e-09,8957.919694819824,8957.919694819824
1.9374999999999998,0.007245118485020566,970357973613.2839,4.941016869606807e-30,677.4875793881757,677.4875793881757,7.128215585534104e-09,8946.781025154949,8946.781025154949
1.9499999999999995,0.00794355267407771,967841382694.0912,3.0259430872403692e-30,673.9507903957129,673.9507903957129,5.96065160663562e-09,8935.670038887138,8935.670038887138
1.9624999999999997,0.008554913201389505,965334573374.3688,1.8531269592581683e-30,670.450832264168,670.450832264168,4.9843284268492915e-09,8924.586632897874,8924.586632897874
1.9749999999999999,0.007907139562206426,962837495012.135,1.1348790866589868e-30,666.9871316740814,666.9871316740814,4.167921815635255e-09,8913.530704580298,8913.530704580298
1.9874999999999998,0.008140046738281378,960350097292.5295,6.950147343663491e-31,663.5591271589992,663.5591271589992,3.485238285597735e-09,8902.50215183605,8902.50215183605
1.9999999999999996,0.0076732688100352485,957872330225.3264,4.25636075829349e-31,660.1662688004212,660.1662688004212,2.914374703918209e-09,8891.500873072111,8891.500873072111
2.0124999999999997,0.008082633524450596,955404144142.4584,2.6066507670888156e-31,656.8080179321304,656.8080179321304,2.437015554987127e-09,8880.526767197689,8880.526767197689
2.025,0.007413179001350217,952945489695.5623,1.5963468811532067e-31,653.4838468535683,653.4838468535683,2.0378453076965397e-09,8869.579733621114,8869.579733621114
2.0374999999999996,0.007424657745446754,950496317853.5348,9.776236222904585e-32,650.1932385519336,650.1932385519336,1.704057033859491e-09,8858.659672246766,8858.659672246766
2.05,0.007528949534914891,948056579900.1125,5.987094397490108e-32,646.9356864326977,646.9356864326977,1.424941512331131e-09,8847.766483472013,8847.766483472013
2.0624999999999996,0.008517988366791775,945626227431.4641,3.666574590380301e-32,643.7106940582383,643.7106940582383,1.1915436356996684e-09,8836.900068184188,8836.900068184188
2.0749999999999997,0.007835498380565988,943205212353.8048,2.245458035947843e-32,640.5177748943103,640.5177748943103,9.963750957424934e-10,8826.060327757574,8826.060327757574
2.0874999999999995,0.008150611848683815,940793486881.028,1.3751477481001617e-32,637.3564520640775,637.3564520640775,8.33174129483657e-10,8815.247164050417,8815.247164050417
2.0999999999999996,0.0076576074013420675,938391003532.355,8.421583921102814e-33,634.2262581094467,634.2262581094467,6.967046175753229e-10,8804.460479401963,8804.460479401963
2.1125,0.008601154821196643,935997715130.0083,5.157487683644276e-33,631.1267347594484,631.1267347594484,5.825880893008431e-10,8793.700176629512,8793.700176629512
2.125,0.007972707403072637,933613574796.8977,3.158512633269484e-33,628.0574327054263,628.0574327054263,4.871632442690284e-10,8782.966159025498,8782.966159025498
2.1374999999999997,0.007683705260368289,931238535954.3313,1.93431427595262e-33,625.0179113828008,625.0179113828008,4.0736848371126086e-10,8772.258330354585,8772.258330354585
2.1499999999999995,0.0078885290146449,928872552319.7415,1.184599256860049e-33,622.0077387591828,622.0077387591828,3.406436825303039e-10,8761.576594850792,8761.576594850792
2.1624999999999996,0.008253461573620153,926515577904.4358,7.254640141981526e-34,619.0264911286253,619.0264911286253,2.8484805056753793e-10,8750.920857214629,8750.920857214629
