  Title : 8-trpl-1,01uw-20s
  Version : 1 975 M
  Revision : 12 bits ADC
  Date : 2019-05-24
  Time : 14:14:59
  Author : Unknown
  Company : Unknown
  Contents :
  
*BLOCK 1  ( Time[ns]  No_of_photons )
5.354342 ,  200
5.358413 ,  206
5.362485 ,  185
5.366557 ,  199
5.370629 ,  165
5.374700 ,  206
5.378772 ,  175
5.382844 ,  201
5.386916 ,  210
5.390987 ,  177
5.395059 ,  210
5.399131 ,  198
5.403203 ,  203
5.407274 ,  203
5.411346 ,  195
5.415418 ,  166
5.419489 ,  161
5.423561 ,  200
5.427633 ,  159
5.431705 ,  186
5.435776 ,  192
5.439848 ,  193
5.443920 ,  182
5.447992 ,  184
5.452063 ,  164
5.456135 ,  175
5.460207 ,  192
5.464279 ,  174
5.468350 ,  189
5.472422 ,  211
5.476494 ,  177
5.480566 ,  196
5.484637 ,  177
5.488709 ,  191
5.492781 ,  182
5.496853 ,  179
5.500924 ,  176
5.504996 ,  183
5.509068 ,  189
5.513140 ,  175
5.517211 ,  170
5.521283 ,  178
5.525355 ,  217
5.529427 ,  195
5.533498 ,  201
5.537570 ,  182
5.541642 ,  177
5.545713 ,  178
5.549785 ,  183
5.553857 ,  191
5.557929 ,  204
5.562000 ,  196
5.566072 ,  202
5.570144 ,  179
5.574216 ,  191
5.578287 ,  173
5.582359 ,  171
5.586431 ,  192
5.590503 ,  192
5.594574 ,  175
5.598646 ,  200
5.602718 ,  193
5.606790 ,  174
5.610861 ,  182
5.614933 ,  170
5.619005 ,  161
5.623077 ,  212
5.627148 ,  171
5.631220 ,  182
5.635292 ,  165
5.639364 ,  198
5.643435 ,  192
5.647507 ,  200
5.651579 ,  174
5.655651 ,  177
5.659722 ,  170
5.663794 ,  181
5.667866 ,  219
5.671938 ,  173
5.676009 ,  208
5.680081 ,  184
5.684153 ,  194
5.688224 ,  177
5.692296 ,  212
5.696368 ,  180
5.700440 ,  199
5.704511 ,  171
5.708583 ,  181
5.712655 ,  153
5.716727 ,  173
5.720798 ,  196
5.724870 ,  175
5.728942 ,  194
5.733014 ,  192
5.737085 ,  185
5.741157 ,  165
5.745229 ,  176
5.749301 ,  189
5.753372 ,  174
5.757444 ,  164
5.761516 ,  172
5.765588 ,  176
5.769659 ,  174
5.773731 ,  185
5.777803 ,  186
5.781875 ,  168
5.785946 ,  189
5.790018 ,  199
5.794090 ,  181
5.798162 ,  183
5.802233 ,  170
5.806305 ,  191
5.810377 ,  179
5.814449 ,  170
5.818520 ,  194
5.822592 ,  169
5.826664 ,  182
5.830735 ,  190
5.834807 ,  194
5.838879 ,  160
5.842951 ,  198
5.847022 ,  179
5.851094 ,  164
5.855166 ,  183
5.859238 ,  177
5.863309 ,  177
5.867381 ,  184
5.871453 ,  170
5.875525 ,  186
5.879596 ,  180
5.883668 ,  169
5.887740 ,  205
5.891812 ,  201
5.895883 ,  190
5.899955 ,  202
5.904027 ,  183
5.908099 ,  182
5.912170 ,  154
5.916242 ,  169
5.920314 ,  206
5.924386 ,  197
5.928457 ,  165
5.932529 ,  176
5.936601 ,  198
5.940673 ,  185
5.944744 ,  183
5.948816 ,  181
5.952888 ,  166
5.956960 ,  168
5.961031 ,  176
5.965103 ,  160
5.969175 ,  206
5.973246 ,  167
5.977318 ,  177
5.981390 ,  178
5.985462 ,  188
5.989533 ,  174
5.993605 ,  158
5.997677 ,  170
6.001749 ,  173
6.005820 ,  167
6.009892 ,  188
6.013964 ,  176
6.018036 ,  179
6.022107 ,  188
6.026179 ,  220
6.030251 ,  165
6.034323 ,  192
6.038394 ,  186
6.042466 ,  179
6.046538 ,  196
6.050610 ,  186
6.054681 ,  184
6.058753 ,  168
6.062825 ,  196
6.066897 ,  191
6.070968 ,  175
6.075040 ,  186
6.079112 ,  173
6.083184 ,  188
6.087255 ,  185
6.091327 ,  193
6.095399 ,  153
6.099470 ,  167
6.103542 ,  183
6.107614 ,  164
6.111686 ,  169
6.115757 ,  171
6.119829 ,  183
6.123901 ,  171
6.127973 ,  176
6.132044 ,  172
6.136116 ,  195
6.140188 ,  160
6.144260 ,  185
6.148331 ,  152
6.152403 ,  172
6.156475 ,  183
6.160547 ,  188
6.164618 ,  178
6.168690 ,  167
6.172762 ,  182
6.176834 ,  173
6.180905 ,  195
6.184977 ,  163
6.189049 ,  148
6.193121 ,  170
6.197192 ,  166
6.201264 ,  160
6.205336 ,  169
6.209408 ,  162
6.213479 ,  162
6.217551 ,  179
6.221623 ,  178
6.225695 ,  170
6.229766 ,  186
6.233838 ,  177
6.237910 ,  166
6.241981 ,  177
6.246053 ,  187
6.250125 ,  166
6.254197 ,  196
6.258268 ,  196
6.262340 ,  172
6.266412 ,  189
6.270484 ,  183
6.274555 ,  156
6.278627 ,  151
6.282699 ,  165
6.286771 ,  163
6.290842 ,  193
6.294914 ,  175
6.298986 ,  179
6.303058 ,  179
6.307129 ,  178
6.311201 ,  172
6.315273 ,  171
6.319345 ,  189
6.323416 ,  177
6.327488 ,  157
6.331560 ,  178
6.335632 ,  186
6.339703 ,  199
6.343775 ,  179
6.347847 ,  187
6.351919 ,  172
6.355990 ,  205
6.360062 ,  173
6.364134 ,  189
6.368206 ,  183
6.372277 ,  183
6.376349 ,  176
6.380421 ,  190
6.384492 ,  174
6.388564 ,  171
6.392636 ,  186
6.396708 ,  181
6.400779 ,  157
6.404851 ,  187
6.408923 ,  185
6.412995 ,  209
6.417066 ,  187
6.421138 ,  183
6.425210 ,  163
6.429282 ,  171
6.433353 ,  170
6.437425 ,  174
6.441497 ,  179
6.445569 ,  172
6.449640 ,  188
6.453712 ,  184
6.457784 ,  168
6.461856 ,  176
6.465927 ,  171
6.469999 ,  156
6.474071 ,  177
6.478143 ,  168
6.482214 ,  167
6.486286 ,  187
6.490358 ,  190
6.494430 ,  179
6.498501 ,  165
6.502573 ,  189
6.506645 ,  191
6.510717 ,  174
6.514788 ,  179
6.518860 ,  197
6.522932 ,  170
6.527003 ,  149
6.531075 ,  164
6.535147 ,  191
6.539219 ,  189
6.543290 ,  175
6.547362 ,  148
6.551434 ,  178
6.555506 ,  150
6.559577 ,  161
6.563649 ,  174
6.567721 ,  188
6.571793 ,  167
6.575864 ,  163
6.579936 ,  180
6.584008 ,  175
6.588080 ,  163
6.592151 ,  175
6.596223 ,  155
6.600295 ,  174
6.604367 ,  182
6.608438 ,  164
6.612510 ,  166
6.616582 ,  173
6.620654 ,  151
6.624725 ,  179
6.628797 ,  185
6.632869 ,  158
6.636941 ,  157
6.641012 ,  160
6.645084 ,  185
6.649156 ,  177
6.653227 ,  174
6.657299 ,  169
6.661371 ,  167
6.665443 ,  163
6.669514 ,  186
6.673586 ,  166
6.677658 ,  173
6.681730 ,  185
6.685801 ,  164
6.689873 ,  181
6.693945 ,  154
6.698017 ,  171
6.702088 ,  180
6.706160 ,  175
6.710232 ,  168
6.714304 ,  164
6.718375 ,  175
6.722447 ,  166
6.726519 ,  182
6.730591 ,  152
6.734662 ,  163
6.738734 ,  158
6.742806 ,  168
6.746878 ,  159
6.750949 ,  162
6.755021 ,  172
6.759093 ,  151
6.763165 ,  149
6.767236 ,  184
6.771308 ,  149
6.775380 ,  161
6.779452 ,  161
6.783523 ,  167
6.787595 ,  167
6.791667 ,  152
6.795738 ,  158
6.799810 ,  161
6.803882 ,  162
6.807954 ,  175
6.812025 ,  151
6.816097 ,  156
6.820169 ,  184
6.824241 ,  162
6.828312 ,  166
6.832384 ,  179
6.836456 ,  145
6.840528 ,  171
6.844599 ,  169
6.848671 ,  159
6.852743 ,  147
6.856815 ,  168
6.860886 ,  163
6.864958 ,  160
6.869030 ,  174
6.873102 ,  178
6.877173 ,  164
6.881245 ,  157
6.885317 ,  156
6.889389 ,  183
6.893460 ,  162
6.897532 ,  206
6.901604 ,  167
6.905676 ,  178
6.909747 ,  175
6.913819 ,  160
6.917891 ,  183
6.921963 ,  177
6.926034 ,  159
6.930106 ,  171
6.934178 ,  160
6.938249 ,  160
6.942321 ,  152
6.946393 ,  171
6.950465 ,  132
6.954536 ,  180
6.958608 ,  177
6.962680 ,  188
6.966752 ,  137
6.970823 ,  188
6.974895 ,  157
6.978967 ,  157
6.983039 ,  183
6.987110 ,  158
6.991182 ,  172
6.995254 ,  183
6.999326 ,  194
7.003397 ,  166
7.007469 ,  160
7.011541 ,  176
7.015613 ,  174
7.019684 ,  177
7.023756 ,  160
7.027828 ,  155
7.031900 ,  167
7.035971 ,  174
7.040043 ,  180
7.044115 ,  153
7.048187 ,  151
7.052258 ,  170
7.056330 ,  152
7.060402 ,  164
7.064474 ,  163
7.068545 ,  176
7.072617 ,  157
7.076689 ,  153
7.080760 ,  151
7.084832 ,  158
7.088904 ,  140
7.092976 ,  173
7.097047 ,  160
7.101119 ,  150
7.105191 ,  137
7.109263 ,  146
7.113334 ,  161
7.117406 ,  174
7.121478 ,  178
7.125550 ,  170
7.129621 ,  164
7.133693 ,  169
7.137765 ,  157
7.141837 ,  173
7.145908 ,  158
7.149980 ,  163
7.154052 ,  160
7.158124 ,  156
7.162195 ,  165
7.166267 ,  173
7.170339 ,  169
7.174411 ,  158
7.178482 ,  156
7.182554 ,  174
7.186626 ,  156
7.190698 ,  169
7.194769 ,  149
7.198841 ,  166
7.202913 ,  142
7.206984 ,  158
7.211056 ,  160
7.215128 ,  146
7.219200 ,  169
7.223271 ,  149
7.227343 ,  177
7.231415 ,  169
7.235487 ,  158
7.239558 ,  163
7.243630 ,  159
7.247702 ,  163
7.251774 ,  182
7.255845 ,  165
7.259917 ,  161
7.263989 ,  152
7.268061 ,  157
7.272132 ,  154
7.276204 ,  171
7.280276 ,  169
7.284348 ,  184
7.288419 ,  174
7.292491 ,  168
7.296563 ,  144
7.300635 ,  157
7.304706 ,  143
7.308778 ,  163
7.312850 ,  161
7.316922 ,  144
7.320993 ,  164
7.325065 ,  169
7.329137 ,  176
7.333209 ,  177
7.337280 ,  153
7.341352 ,  150
7.345424 ,  170
7.349495 ,  156
7.353567 ,  164
7.357639 ,  169
7.361711 ,  141
7.365782 ,  132
7.369854 ,  162
7.373926 ,  150
7.377998 ,  162
7.382069 ,  157
7.386141 ,  143
7.390213 ,  154
7.394285 ,  162
7.398356 ,  152
7.402428 ,  154
7.406500 ,  150
7.410572 ,  158
7.414643 ,  169
7.418715 ,  172
7.422787 ,  182
7.426859 ,  140
7.430930 ,  148
7.435002 ,  146
7.439074 ,  134
7.443146 ,  155
7.447217 ,  169
7.451289 ,  145
7.455361 ,  179
7.459433 ,  167
7.463504 ,  146
7.467576 ,  150
7.471648 ,  175
7.475720 ,  162
7.479791 ,  145
7.483863 ,  170
7.487935 ,  153
7.492006 ,  157
7.496078 ,  156
7.500150 ,  159
7.504222 ,  140
7.508293 ,  156
7.512365 ,  161
7.516437 ,  153
7.520509 ,  145
7.524580 ,  144
7.528652 ,  149
7.532724 ,  157
7.536796 ,  164
7.540867 ,  167
7.544939 ,  138
7.549011 ,  168
7.553083 ,  148
7.557154 ,  161
7.561226 ,  140
7.565298 ,  139
7.569370 ,  165
7.573441 ,  164
7.577513 ,  149
7.581585 ,  164
7.585657 ,  169
7.589728 ,  166
7.593800 ,  157
7.597872 ,  147
7.601944 ,  169
7.606015 ,  139
7.610087 ,  153
7.614159 ,  164
7.618231 ,  138
7.622302 ,  133
7.626374 ,  147
7.630446 ,  162
7.634517 ,  165
7.638589 ,  142
7.642661 ,  168
7.646733 ,  167
7.650804 ,  152
7.654876 ,  170
7.658948 ,  169
7.663020 ,  154
7.667091 ,  162
7.671163 ,  161
7.675235 ,  152
7.679307 ,  164
7.683378 ,  145
7.687450 ,  135
7.691522 ,  168
7.695594 ,  125
7.699665 ,  151
7.703737 ,  160
7.707809 ,  156
7.711881 ,  174
7.715952 ,  137
7.720024 ,  164
7.724096 ,  146
7.728168 ,  164
7.732239 ,  152
7.736311 ,  155
7.740383 ,  166
7.744455 ,  175
7.748526 ,  181
7.752598 ,  169
7.756670 ,  152
7.760741 ,  147
7.764813 ,  184
7.768885 ,  159
7.772957 ,  139
7.777028 ,  178
7.781100 ,  142
7.785172 ,  141
7.789244 ,  131
7.793315 ,  143
7.797387 ,  158
7.801459 ,  154
7.805531 ,  128
7.809602 ,  172
7.813674 ,  172
7.817746 ,  157
7.821818 ,  169
7.825889 ,  170
7.829961 ,  149
7.834033 ,  140
7.838105 ,  166
7.842176 ,  147
7.846248 ,  151
7.850320 ,  153
7.854392 ,  160
7.858463 ,  151
7.862535 ,  165
7.866607 ,  167
7.870679 ,  157
7.874750 ,  164
7.878822 ,  142
7.882894 ,  174
7.886966 ,  155
7.891037 ,  158
7.895109 ,  139
7.899181 ,  145
7.903252 ,  167
7.907324 ,  148
7.911396 ,  145
7.915468 ,  143
7.919539 ,  162
7.923611 ,  137
7.927683 ,  137
7.931755 ,  161
7.935826 ,  160
7.939898 ,  161
7.943970 ,  151
7.948042 ,  179
7.952113 ,  149
7.956185 ,  123
7.960257 ,  158
7.964329 ,  140
7.968400 ,  156
7.972472 ,  157
7.976544 ,  152
7.980616 ,  178
7.984687 ,  142
7.988759 ,  148
7.992831 ,  153
7.996903 ,  172
8.000974 ,  144
8.005046 ,  144
8.009118 ,  172
8.013190 ,  155
8.017261 ,  162
8.021333 ,  144
8.025405 ,  145
8.029477 ,  159
8.033548 ,  172
8.037620 ,  127
8.041692 ,  149
8.045763 ,  143
8.049835 ,  126
8.053907 ,  143
8.057979 ,  140
8.062050 ,  164
8.066122 ,  136
8.070194 ,  144
8.074266 ,  131
8.078337 ,  159
8.082409 ,  152
8.086481 ,  149
8.090553 ,  161
8.094624 ,  152
8.098696 ,  155
8.102768 ,  153
8.106840 ,  139
8.110911 ,  132
8.114983 ,  129
8.119055 ,  146
8.123127 ,  154
8.127198 ,  162
8.131270 ,  151
8.135342 ,  156
8.139414 ,  152
8.143485 ,  151
8.147557 ,  163
8.151629 ,  155
8.155701 ,  132
8.159772 ,  154
8.163844 ,  141
8.167916 ,  157
8.171988 ,  155
8.176059 ,  137
8.180131 ,  158
8.184203 ,  146
8.188274 ,  160
8.192346 ,  161
8.196418 ,  130
8.200490 ,  141
8.204561 ,  129
8.208633 ,  150
8.212705 ,  138
8.216777 ,  140
8.220848 ,  149
8.224920 ,  152
8.228992 ,  146
8.233064 ,  160
8.237135 ,  170
8.241207 ,  149
8.245279 ,  155
8.249351 ,  145
8.253422 ,  153
8.257494 ,  138
8.261566 ,  155
8.265638 ,  158
8.269709 ,  148
8.273781 ,  131
8.277853 ,  155
8.281925 ,  149
8.285996 ,  156
8.290068 ,  167
8.294140 ,  152
8.298212 ,  158
8.302283 ,  152
8.306355 ,  134
8.310427 ,  141
8.314498 ,  134
8.318570 ,  167
8.322642 ,  134
8.326714 ,  147
8.330785 ,  137
8.334857 ,  159
8.338929 ,  141
8.343001 ,  140
8.347072 ,  152
8.351144 ,  139
8.355216 ,  137
8.359288 ,  155
8.363359 ,  164
8.367431 ,  151
8.371503 ,  149
8.375575 ,  126
8.379646 ,  162
8.383718 ,  162
8.387790 ,  147
8.391862 ,  140
8.395933 ,  143
8.400005 ,  140
8.404077 ,  158
8.408149 ,  134
8.412220 ,  130
8.416292 ,  163
8.420364 ,  121
8.424436 ,  142
8.428507 ,  143
8.432579 ,  141
8.436651 ,  141
8.440723 ,  144
8.444794 ,  119
8.448866 ,  152
8.452938 ,  138
8.457009 ,  129
8.461081 ,  134
8.465153 ,  151
8.469225 ,  145
8.473296 ,  147
8.477368 ,  151
8.481440 ,  164
8.485512 ,  148
8.489583 ,  134
8.493655 ,  148
8.497727 ,  147
8.501799 ,  155
8.505870 ,  147
8.509942 ,  140
8.514014 ,  157
8.518086 ,  139
8.522157 ,  134
8.526229 ,  159
8.530301 ,  158
8.534373 ,  133
8.538444 ,  137
8.542516 ,  143
8.546588 ,  148
8.550660 ,  137
8.554731 ,  186
8.558803 ,  158
8.562875 ,  142
8.566947 ,  147
8.571018 ,  153
8.575090 ,  133
8.579162 ,  143
8.583234 ,  139
8.587305 ,  129
8.591377 ,  136
8.595449 ,  133
8.599520 ,  139
8.603592 ,  135
8.607664 ,  143
8.611736 ,  150
8.615807 ,  136
8.619879 ,  144
8.623951 ,  143
8.628023 ,  163
8.632094 ,  143
8.636166 ,  161
8.640238 ,  162
8.644310 ,  147
8.648381 ,  144
8.652453 ,  154
8.656525 ,  125
8.660597 ,  157
8.664668 ,  130
8.668740 ,  145
8.672812 ,  141
8.676884 ,  158
8.680955 ,  145
8.685027 ,  166
8.689099 ,  171
8.693171 ,  141
8.697242 ,  148
8.701314 ,  160
8.705386 ,  149
8.709458 ,  131
8.713529 ,  141
8.717601 ,  136
8.721673 ,  152
8.725745 ,  137
8.729816 ,  124
8.733888 ,  146
8.737960 ,  149
8.742031 ,  138
8.746103 ,  152
8.750175 ,  128
8.754247 ,  125
8.758318 ,  142
8.762390 ,  129
8.766462 ,  155
8.770534 ,  138
8.774605 ,  139
8.778677 ,  146
8.782749 ,  169
8.786821 ,  151
8.790892 ,  154
8.794964 ,  123
8.799036 ,  137
8.803108 ,  127
8.807179 ,  141
8.811251 ,  133
8.815323 ,  133
8.819395 ,  132
8.823466 ,  143
8.827538 ,  137
8.831610 ,  137
8.835682 ,  125
8.839753 ,  170
8.843825 ,  158
8.847897 ,  159
8.851969 ,  154
8.856040 ,  158
8.860112 ,  147
8.864184 ,  130
8.868255 ,  140
8.872327 ,  153
8.876399 ,  140
8.880471 ,  145
8.884542 ,  148
8.888614 ,  140
8.892686 ,  109
8.896758 ,  138
8.900829 ,  127
8.904901 ,  127
8.908973 ,  149
8.913045 ,  167
8.917116 ,  122
8.921188 ,  158
8.925260 ,  139
8.929332 ,  130
8.933403 ,  157
8.937475 ,  139
8.941547 ,  129
8.945619 ,  136
8.949690 ,  155
8.953762 ,  112
8.957834 ,  151
8.961906 ,  122
8.965977 ,  120
8.970049 ,  140
8.974121 ,  140
8.978193 ,  130
8.982264 ,  159
8.986336 ,  153
8.990408 ,  140
8.994480 ,  143
8.998551 ,  133
9.002623 ,  166
9.006695 ,  138
9.010766 ,  159
9.014838 ,  129
9.018910 ,  136
9.022982 ,  139
9.027053 ,  134
9.031125 ,  134
9.035197 ,  149
9.039269 ,  148
9.043340 ,  159
9.047412 ,  137
9.051484 ,  125
9.055556 ,  147
9.059627 ,  143
9.063699 ,  153
9.067771 ,  133
9.071843 ,  129
9.075914 ,  153
9.079986 ,  138
9.084058 ,  144
9.088130 ,  131
9.092201 ,  128
9.096273 ,  144
9.100345 ,  135
9.104417 ,  119
9.108488 ,  126
9.112560 ,  124
9.116632 ,  133
9.120704 ,  147
9.124775 ,  147
9.128847 ,  138
9.132919 ,  141
9.136991 ,  142
9.141062 ,  119
9.145134 ,  118
9.149206 ,  111
9.153277 ,  158
9.157349 ,  135
9.161421 ,  129
9.165493 ,  128
9.169564 ,  137
9.173636 ,  128
9.177708 ,  113
9.181780 ,  133
9.185851 ,  153
9.189923 ,  140
9.193995 ,  137
9.198067 ,  145
9.202138 ,  138
9.206210 ,  149
9.210282 ,  127
9.214354 ,  148
9.218425 ,  132
9.222497 ,  125
9.226569 ,  131
9.230641 ,  123
9.234712 ,  128
9.238784 ,  148
9.242856 ,  157
9.246928 ,  149
9.250999 ,  127
9.255071 ,  158
9.259143 ,  137
9.263215 ,  146
9.267286 ,  150
9.271358 ,  147
9.275430 ,  126
9.279502 ,  121
9.283573 ,  143
9.287645 ,  134
9.291717 ,  136
9.295788 ,  144
9.299860 ,  149
9.303932 ,  145
9.308004 ,  159
9.312075 ,  107
9.316147 ,  131
9.320219 ,  131
9.324291 ,  143
9.328362 ,  132
9.332434 ,  151
9.336506 ,  126
9.340578 ,  174
9.344649 ,  129
9.348721 ,  112
9.352793 ,  131
9.356865 ,  119
9.360936 ,  134
9.365008 ,  128
9.369080 ,  132
9.373152 ,  143
9.377223 ,  130
9.381295 ,  164
9.385367 ,  122
9.389439 ,  131
9.393510 ,  129
9.397582 ,  126
9.401654 ,  125
9.405726 ,  133
9.409797 ,  128
9.413869 ,  140
9.417941 ,  124
9.422013 ,  115
9.426084 ,  131
9.430156 ,  125
9.434228 ,  143
9.438299 ,  151
9.442371 ,  130
9.446443 ,  142
9.450515 ,  139
9.454586 ,  133
9.458658 ,  118
9.462730 ,  147
9.466802 ,  124
9.470873 ,  114
9.474945 ,  133
9.479017 ,  143
9.483089 ,  124
9.487160 ,  139
9.491232 ,  136
9.495304 ,  113
9.499376 ,  152
9.503447 ,  129
9.507519 ,  123
9.511591 ,  146
9.515663 ,  130
9.519734 ,  142
9.523806 ,  137
9.527878 ,  156
9.531950 ,  136
9.536021 ,  146
9.540093 ,  117
9.544165 ,  135
9.548237 ,  148
9.552308 ,  131
9.556380 ,  132
9.560452 ,  134
9.564523 ,  132
9.568595 ,  164
9.572667 ,  130
9.576739 ,  132
9.580810 ,  153
9.584882 ,  145
9.588954 ,  166
9.593026 ,  121
9.597097 ,  127
9.601169 ,  158
9.605241 ,  113
9.609313 ,  123
9.613384 ,  129
9.617456 ,  121
9.621528 ,  142
9.625600 ,  135
9.629671 ,  130
9.633743 ,  141
9.637815 ,  127
9.641887 ,  136
9.645958 ,  130
9.650030 ,  133
9.654102 ,  129
9.658174 ,  140
9.662245 ,  138
9.666317 ,  152
9.670389 ,  116
9.674461 ,  114
9.678532 ,  126
9.682604 ,  142
9.686676 ,  121
9.690748 ,  131
9.694819 ,  129
9.698891 ,  145
9.702963 ,  120
9.707034 ,  136
9.711106 ,  116
9.715178 ,  143
9.719250 ,  122
9.723321 ,  137
9.727393 ,  151
9.731465 ,  149
9.735537 ,  148
9.739608 ,  138
9.743680 ,  130
9.747752 ,  135
9.751824 ,  140
9.755895 ,  143
9.759967 ,  120
9.764039 ,  135
9.768111 ,  122
9.772182 ,  107
9.776254 ,  128
9.780326 ,   97
9.784398 ,  153
9.788469 ,  121
9.792541 ,  123
9.796613 ,  146
9.800685 ,  129
9.804756 ,  147
9.808828 ,  140
9.812900 ,  123
9.816972 ,  124
9.821043 ,  125
9.825115 ,  153
9.829187 ,  147
9.833259 ,  118
9.837330 ,  118
9.841402 ,  145
9.845474 ,  129
9.849545 ,  108
9.853617 ,  108
9.857689 ,  132
9.861761 ,  126
9.865832 ,  122
9.869904 ,  132
9.873976 ,  135
9.878048 ,  132
9.882119 ,  138
9.886191 ,  120
9.890263 ,  131
9.894335 ,  114
9.898406 ,  139
9.902478 ,  132
9.906550 ,  139
9.910622 ,  138
9.914693 ,  124
9.918765 ,  137
9.922837 ,  127
9.926909 ,  139
9.930980 ,  128
9.935052 ,  125
9.939124 ,  126
9.943196 ,  144
9.947267 ,   96
9.951339 ,  131
9.955411 ,  146
9.959483 ,  123
9.963554 ,  137
9.967626 ,  116
9.971698 ,  125
9.975770 ,  130
9.979841 ,  129
9.983913 ,  124
9.987985 ,  132
9.992056 ,  131
9.996128 ,  124
10.000200 ,  144
10.004272 ,  129
10.008343 ,  130
10.012415 ,  119
10.016487 ,  138
10.020559 ,  112
10.024630 ,  127
10.028702 ,  123
10.032774 ,  148
10.036846 ,  149
10.040917 ,  138
10.044989 ,  117
10.049061 ,  107
10.053133 ,  139
10.057204 ,  144
10.061276 ,  116
10.065348 ,  113
10.069420 ,  125
10.073491 ,  117
10.077563 ,  130
10.081635 ,  147
10.085707 ,  132
10.089778 ,  125
10.093850 ,  136
10.097922 ,  128
10.101994 ,  129
10.106065 ,  113
10.110137 ,  126
10.114209 ,  150
10.118280 ,  129
10.122352 ,  124
10.126424 ,  118
10.130496 ,  111
10.134567 ,  135
10.138639 ,  129
10.142711 ,  115
10.146783 ,  110
10.150854 ,  142
10.154926 ,  128
10.158998 ,  123
10.163070 ,  135
10.167141 ,  115
10.171213 ,  127
10.175285 ,  134
10.179357 ,  124
10.183428 ,  133
10.187500 ,  132
10.191572 ,  127
10.195644 ,  119
10.199715 ,  130
10.203787 ,  107
10.207859 ,  115
10.211931 ,  112
10.216002 ,  128
10.220074 ,  123
10.224146 ,  137
10.228218 ,  114
10.232289 ,  110
10.236361 ,  121
10.240433 ,  122
10.244505 ,  132
10.248576 ,  123
10.252648 ,  124
10.256720 ,  150
10.260791 ,  107
10.264863 ,  123
10.268935 ,  128
10.273007 ,  134
10.277078 ,  130
10.281150 ,  117
10.285222 ,  105
10.289294 ,  138
10.293365 ,  110
10.297437 ,  113
10.301509 ,  128
10.305581 ,  138
10.309652 ,  124
10.313724 ,  117
10.317796 ,  131
10.321868 ,  115
10.325939 ,  130
10.330011 ,  133
10.334083 ,  129
10.338155 ,  125
10.342226 ,  130
10.346298 ,  128
10.350370 ,  130
10.354442 ,  138
10.358513 ,  121
10.362585 ,  108
10.366657 ,  142
10.370729 ,  138
10.374800 ,  141
10.378872 ,  126
10.382944 ,  144
10.387016 ,  100
10.391087 ,  136
10.395159 ,  108
10.399231 ,  117
10.403302 ,  115
10.407374 ,  120
10.411446 ,  129
10.415518 ,  121
10.419589 ,  148
10.423661 ,  131
10.427733 ,  132
10.431805 ,  126
10.435876 ,  129
10.439948 ,  125
10.444020 ,  129
10.448092 ,  130
10.452163 ,  136
10.456235 ,  133
10.460307 ,  137
10.464379 ,  108
10.468450 ,  128
10.472522 ,  115
10.476594 ,  137
10.480666 ,  128
10.484737 ,  139
10.488809 ,  120
10.492881 ,  114
10.496953 ,  118
10.501024 ,  105
10.505096 ,  123
10.509168 ,  130
10.513240 ,  135
10.517311 ,  131
10.521383 ,  132
10.525455 ,  135
10.529527 ,  135
10.533598 ,  139
10.537670 ,  129
10.541742 ,  117
10.545813 ,  123
10.549885 ,  149
10.553957 ,  142
10.558029 ,  137
10.562100 ,  130
10.566172 ,  130
10.570244 ,  117
10.574316 ,  133
10.578387 ,  116
10.582459 ,  131
10.586531 ,  145
10.590603 ,  117
10.594674 ,  132
10.598746 ,  142
10.602818 ,  113
10.606890 ,  112
10.610961 ,  101
10.615033 ,  129
10.619105 ,  111
10.623177 ,  134
10.627248 ,  128
10.631320 ,  114
10.635392 ,  113
10.639464 ,  119
10.643535 ,  110
10.647607 ,  122
10.651679 ,  135
10.655751 ,  120
10.659822 ,  106
10.663894 ,  130
10.667966 ,  134
10.672037 ,  106
10.676109 ,  129
10.680181 ,  125
10.684253 ,  130
10.688324 ,  122
10.692396 ,  127
10.696468 ,  104
10.700540 ,  123
10.704611 ,  114
10.708683 ,  118
10.712755 ,  112
10.716827 ,  133
10.720898 ,  117
10.724970 ,  123
10.729042 ,  131
10.733114 ,  106
10.737185 ,  122
10.741257 ,  120
10.745329 ,  102
10.749401 ,  119
10.753472 ,  124
10.757544 ,  138
10.761616 ,  128
10.765688 ,  118
10.769759 ,  125
10.773831 ,  120
10.777903 ,  120
10.781975 ,  115
10.786046 ,  133
10.790118 ,  142
10.794190 ,  108
10.798262 ,  123
10.802333 ,  113
10.806405 ,  117
10.810477 ,  101
10.814548 ,  110
10.818620 ,  130
10.822692 ,  116
10.826764 ,  128
10.830835 ,  107
10.834907 ,  132
10.838979 ,   87
10.843051 ,  116
10.847122 ,  139
10.851194 ,  120
10.855266 ,  113
10.859338 ,  117
10.863409 ,  135
10.867481 ,  110
10.871553 ,  108
10.875625 ,  141
10.879696 ,  131
10.883768 ,  117
10.887840 ,  124
10.891912 ,  120
10.895983 ,  141
10.900055 ,  107
10.904127 ,  132
10.908199 ,  129
10.912270 ,  116
10.916342 ,  133
10.920414 ,  119
10.924486 ,  124
10.928557 ,  119
10.932629 ,  100
10.936701 ,  123
10.940773 ,  110
10.944844 ,  122
10.948916 ,  113
10.952988 ,  100
10.957059 ,  131
10.961131 ,  126
10.965203 ,  126
10.969275 ,  129
10.973346 ,   98
10.977418 ,  128
10.981490 ,  144
10.985562 ,  119
10.989633 ,  118
10.993705 ,  121
10.997777 ,  104
11.001849 ,  108
